duf_pfam_id	duf_pfam_name	partner_architecture	n_edges	n_taxa	n_duf_proteins	n_partner_proteins	max_combined	mean_combined	max_direct_evidence	max_context_evidence	n_experiment_edges	max_neighborhood	n_neighborhood_edges	max_neighborhood_transferred	n_neighborhood_transferred_edges	max_fusion	n_fusion_edges	max_cooccurence	n_cooccurence_edges	max_homology	n_homology_edges	max_coexpression	n_coexpression_edges	max_coexpression_transferred	n_coexpression_transferred_edges	max_experiments	n_experiments_edges	max_experiments_transferred	n_experiments_transferred_edges	max_database	n_database_edges	max_database_transferred	n_database_transferred_edges	max_textmining	n_textmining_edges	max_textmining_transferred	n_textmining_transferred_edges	module_score	module_key	separate_channel_l2_score	taxid	duf_protein	partner_protein	duf_architecture	combined_score	direct_evidence	context_evidence	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	evidence_flags	_pair_key	has_representative	has_sequence
PF23070	DUF7043 - Domain of unknown function (DUF7043)	NO_PFAM	512	59	89	242	992	791.64453125	251	353	0	0	0	353	150	251	2	323	18	831	2	750	2	954	232	0	0	920	362	0	0	854	450	0	0	720	462	15.03296496961497	PF23070 || NO_PFAM	0.7674905554682016	7070	7070.A0A139WPD2	7070.D6W9X5	PF01208;PF23069;PF23070;PF23071;PF23073	992	0	219	0	219	0	0	0	0	954	0	0	0	341	0	702	neighborhood_transferred;coexpression_transferred;database_transferred;textmining_transferred	7070.A0A139WPD2 || 7070.D6W9X5	True	False
PF09557	DUF2382 - Domain of unknown function (DUF2382)	NO_PFAM	386	46	82	93	940	769.7616580310881	899	899	0	773	42	145	38	899	2	775	296	0	0	516	2	626	144	0	0	833	72	360	2	0	0	427	2	120	36	15.4567198964499	PF09557 || NO_PFAM	0.7643655469125399	1479485	1479485.DA73_0211710	1479485.DA73_0231705	PF05239;PF09557	940	0	0	0	0	0	0	0	0	626	0	833	0	0	0	120	coexpression_transferred;experiments_transferred;textmining_transferred	1479485.DA73_0211710 || 1479485.DA73_0231705	True	False
PF07027	DUF1318 - Protein of unknown function (DUF1318)	NO_PFAM	240	95	95	120	967	895.5333333333333	773	775	0	773	216	550	218	0	0	775	206	0	0	142	2	120	8	0	0	604	2	0	0	177	2	0	0	207	138	16.161493316426327	PF07027 || NO_PFAM	0.7624161134205952	43657	43657.S4054249_04700	43657.S4054249_04690	PF07027	967	711	762	711	550	0	762	0	0	0	0	0	0	0	0	70	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	43657.S4054249_04690 || 43657.S4054249_04700	True	False
PF10025	DUF2267 - Uncharacterized conserved protein (DUF2267)	NO_PFAM	78	27	28	39	944	765.9487179487179	773	915	0	773	44	915	34	331	2	755	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.72185687281743	PF10025 || NO_PFAM	0.7621959284346936	1894	1894.ADK78_29760	1894.ADK78_29750	PF10025	944	379	915	379	915	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_29750 || 1894.ADK78_29760	True	False
PF03993	DUF349 - Domain of Unknown Function (DUF349)	NO_PFAM	1190	207	234	559	979	744.8218487394957	898	898	0	773	106	575	294	898	4	774	922	0	0	0	0	244	140	0	0	966	294	0	0	951	160	0	0	821	194	19.55362472875793	PF03993 || NO_PFAM	0.7621145256706502	1888	1888.Salbus254_5612	1888.Salbus254_0001	PF03993	979	0	147	0	147	0	0	0	0	0	0	538	0	951	0	0	neighborhood_transferred;experiments_transferred;database_transferred	1888.Salbus254_0001 || 1888.Salbus254_5612	True	False
PF07987	DUF1775 - Domain of unkown function (DUF1775)	NO_PFAM	466	158	181	215	999	791.137339055794	773	773	0	773	256	599	270	0	0	772	62	0	0	953	4	976	130	0	0	989	168	0	0	672	106	919	4	454	194	17.830137662109358	PF07987 || NO_PFAM	0.7616732885028159	224308	224308.BSU03940	224308.BSU03950	PF07987	999	757	772	757	238	0	772	0	953	102	0	0	0	0	919	0	neighborhood;neighborhood_transferred;cooccurence;coexpression;coexpression_transferred;textmining	224308.BSU03940 || 224308.BSU03950	True	False
PF19931	DUF6394 - Family of unknown function (DUF6394)	NO_PFAM	30	13	13	15	958	818.5333333333333	773	775	0	773	30	319	26	0	0	775	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.260101863715663	PF19931 || NO_PFAM	0.7606459318589412	1274	1274.HX89_13910	1274.HX89_13915	PF19931	958	773	775	773	246	0	775	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1274.HX89_13910 || 1274.HX89_13915	True	False
PF05610	DUF779 - Protein of unknown function (DUF779)	NO_PFAM	150	54	55	75	949	788.7466666666667	773	773	0	773	124	600	140	704	4	772	74	0	0	47	4	657	20	0	0	0	0	0	0	274	20	0	0	0	0	14.577946207279863	PF05610 || NO_PFAM	0.7605753311723626	1176165	1176165.GCA_001584405_00072	1176165.GCA_001584405_00071	PF05610	949	773	773	773	49	0	762	0	0	74	0	0	0	99	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred	1176165.GCA_001584405_00071 || 1176165.GCA_001584405_00072	True	False
PF19788	DUF6272 - Family of unknown function (DUF6272)	NO_PFAM	174	16	28	55	965	773.3678160919541	773	775	0	773	30	201	40	312	8	775	166	0	0	0	0	651	10	0	0	710	2	0	0	0	0	0	0	194	14	12.379212662035949	PF19788 || NO_PFAM	0.7600557872861053	1168289	1168289.GCA_000259075_03316	1168289.GCA_000259075_00320	PF19788	965	0	774	0	59	0	774	0	0	487	0	710	0	0	0	76	neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;textmining_transferred	1168289.GCA_000259075_00320 || 1168289.GCA_000259075_03316	True	False
PF07208	DUF1414 - Protein of unknown function (DUF1414)	NO_PFAM	290	48	48	145	976	761.3793103448276	773	774	0	773	46	601	44	0	0	774	266	0	0	65	12	143	30	0	0	0	0	0	0	0	0	818	14	254	34	15.003963863392745	PF07208 || NO_PFAM	0.7591321716386094	43658	43658.AT705_05560	43658.AT705_05565	PF07208	976	773	773	773	574	0	703	0	0	127	0	0	0	0	0	192	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	43658.AT705_05560 || 43658.AT705_05565	True	False
PF11666	DUF2933 - Protein of unknown function (DUF2933)	NO_PFAM	184	64	68	89	957	791.1521739130435	773	773	0	773	160	291	122	0	0	770	80	0	0	80	2	60	4	0	0	0	0	0	0	0	0	0	0	0	0	15.115130364869596	PF11666 || NO_PFAM	0.7583886440896711	151081	151081.TW72_11965	151081.TW72_11960	PF11666	957	773	773	773	291	0	757	0	0	48	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	151081.TW72_11960 || 151081.TW72_11965	True	False
PF11928	DUF3446 - Early growth response N-terminal domain	NO_PFAM	1002	72	144	332	994	815.9041916167664	900	518	0	0	0	483	40	518	2	205	82	964	118	299	36	857	526	0	0	610	880	900	144	929	822	855	188	795	782	16.90966967025872	PF11928 || NO_PFAM	0.7579631082735722	8364	8364.ENSXETP00000047687	8364.ENSXETP00000018149	PF00096;PF11914;PF11928	994	900	136	0	136	0	0	0	0	271	0	163	900	806	0	527	neighborhood_transferred;coexpression_transferred;experiments_transferred;database;database_transferred;textmining_transferred	8364.ENSXETP00000018149 || 8364.ENSXETP00000047687	True	False
PF09863	DUF2090 - Uncharacterized protein conserved in bacteria (DUF2090)	NO_PFAM	244	46	51	91	995	817.9098360655738	773	774	0	773	52	249	218	184	30	774	144	0	0	751	10	875	168	0	0	549	8	0	0	748	136	766	2	444	166	14.748553413964846	PF09863 || NO_PFAM	0.7577296707837755	1122190	1122190.GCA_000621105_01215	1122190.GCA_000621105_01233	PF00294;PF09863	995	0	774	0	153	0	774	0	0	875	0	0	0	745	0	364	neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred;textmining_transferred	1122190.GCA_000621105_01215 || 1122190.GCA_000621105_01233	True	False
PF25752	DUF1619_N - N-terminal domain of DUF1619	NO_PFAM	864	74	124	326	999	837.4143518518518	900	861	0	0	0	263	42	861	2	133	10	976	36	251	22	999	144	0	0	951	550	900	142	965	684	867	90	952	828	17.1587057340045	PF25752 || NO_PFAM	0.7566286461358241	9685	9685.ENSFCAP00000010372	9685.ENSFCAP00000011936	PF25752	997	360	0	0	0	0	0	0	0	83	0	0	360	917	509	903	coexpression_transferred;database;database_transferred;textmining;textmining_transferred	9685.ENSFCAP00000010372 || 9685.ENSFCAP00000011936	True	False
PF10941	DUF2620 - Protein of unknown function DUF2620	NO_PFAM	60	18	18	30	953	840.7666666666667	773	774	0	773	50	591	54	0	0	774	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.546751822506192	PF10941 || NO_PFAM	0.7522468624764111	158822	158822.LH23_03690	158822.LH23_03705	PF10941	953	773	774	773	161	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	158822.LH23_03690 || 158822.LH23_03705	True	False
PF14539	DUF4442 - Domain of unknown function (DUF4442)	NO_PFAM	970	51	52	484	989	786.2268041237113	900	981	0	773	50	981	912	0	0	772	86	0	0	0	0	670	416	0	0	566	190	900	2	845	278	0	0	638	648	16.66181390545418	PF14539 || NO_PFAM	0.7500128961192505	1894	1894.ADK78_32645	1894.ADK78_27695	PF14539	989	0	898	0	898	0	0	0	0	670	0	545	0	0	0	413	neighborhood_transferred;coexpression_transferred;experiments_transferred;textmining_transferred	1894.ADK78_27695 || 1894.ADK78_32645	True	False
PF07210	DUF1416 - Protein of unknown function (DUF1416)	NO_PFAM	452	172	172	226	961	758.0088495575221	773	774	0	773	44	599	40	0	0	774	420	0	0	729	6	343	6	0	0	114	2	0	0	0	0	544	2	574	8	17.969475314478593	PF07210 || NO_PFAM	0.7494214535657199	1768	1768.B1T50_10905	1768.B1T50_10900	PF07210	961	773	773	773	394	0	269	0	0	343	0	0	0	0	0	507	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1768.B1T50_10900 || 1768.B1T50_10905	True	False
PF19359	DUF5936 - Family of unknown function (DUF5936)	NO_PFAM	242	58	58	121	968	791.3719008264463	773	773	0	773	142	601	242	0	0	769	24	0	0	0	0	858	122	0	0	0	0	0	0	0	0	0	0	247	106	15.194136331151988	PF19359 || NO_PFAM	0.7483688728798105	1888	1888.Salbus254_4326	1888.Salbus254_4322	PF00482;PF19359	968	570	769	570	400	0	769	0	0	538	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	1888.Salbus254_4322 || 1888.Salbus254_4326	True	False
PF12494	DUF3695 - Protein of unknown function (DUF3695) 	NO_PFAM	692	62	67	323	954	796.9393063583815	800	252	4	0	0	0	0	0	0	252	8	0	0	167	12	793	512	800	4	921	676	0	0	0	0	898	10	717	20	16.68401840819002	PF12494 || NO_PFAM	0.7482036076028877	8030	8030.ENSSSAP00000098957	8030.ENSSSAP00000067544	PF12494	954	0	0	0	0	0	0	0	0	482	0	916	0	0	0	0	coexpression_transferred;experiments_transferred	8030.ENSSSAP00000067544 || 8030.ENSSSAP00000098957	True	False
PF14234	DUF4336 - Domain of unknown function (DUF4336)	NO_PFAM	320	56	62	136	991	813.36875	899	899	0	773	20	326	78	899	2	764	104	0	0	0	0	560	202	0	0	850	232	0	0	836	188	894	10	534	200	15.655543658799118	PF14234 || NO_PFAM	0.7476932584600904	317619	317619.GCA_000332315_01575	317619.GCA_000332315_00417	PF14234	991	0	234	0	234	0	0	0	0	438	0	800	0	817	0	534	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	317619.GCA_000332315_00417 || 317619.GCA_000332315_01575	True	False
PF10009	DUF2252 - Uncharacterized protein conserved in bacteria (DUF2252)	NO_PFAM	280	78	103	140	948	786.3071428571428	773	915	0	773	216	915	228	152	2	673	56	0	0	373	2	273	2	0	0	0	0	0	0	0	0	0	0	0	0	16.065250374267787	PF10009 || NO_PFAM	0.747175397348338	1894	1894.ADK78_23970	1894.ADK78_30480	PF10009	948	0	888	0	888	0	562	0	0	0	0	0	0	0	0	0	neighborhood_transferred;cooccurence	1894.ADK78_23970 || 1894.ADK78_30480	True	False
PF10708	DUF2510 - Protein of unknown function (DUF2510)	NO_PFAM	944	98	122	457	974	752.0932203389831	773	774	0	773	60	599	228	651	10	774	770	0	0	0	0	832	192	0	0	884	126	0	0	743	84	0	0	302	140	17.588424627762922	PF10708 || NO_PFAM	0.7453870714120402	683316	683316.UG55_105177	683316.UG55_112015	PF01844;PF02342;PF10708	974	0	98	0	98	0	0	0	0	648	0	817	0	585	0	111	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	683316.UG55_105177 || 683316.UG55_112015	True	False
PF14335	DUF4391 - Domain of unknown function (DUF4391)	NO_PFAM	116	45	47	56	954	777.551724137931	773	775	0	773	88	264	34	0	0	775	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.967456727775946	PF14335 || NO_PFAM	0.7452887871762148	1451189	1451189.CFAL_03815	1451189.CFAL_03820	PF14335	954	773	774	773	179	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1451189.CFAL_03815 || 1451189.CFAL_03820	True	False
PF19479	DUF6015 - Family of unknown function (DUF6015)	NO_PFAM	16	2	5	4	950	765.125	773	950	0	773	2	950	2	0	0	747	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.753437921392435	PF19479 || NO_PFAM	0.7449844390129693	263820	263820.PTO0554	263820.PTO0454	PF19479	950	0	950	0	950	0	0	0	0	0	0	0	0	0	0	0	neighborhood_transferred	263820.PTO0454 || 263820.PTO0554	True	False
PF06672	DUF1175 - Protein of unknown function (DUF1175)	NO_PFAM	94	22	23	47	972	778.6808510638298	773	773	0	773	56	263	46	0	0	773	40	0	0	0	0	718	14	0	0	0	0	0	0	0	0	0	0	495	12	12.37086532345884	PF06672 || NO_PFAM	0.7441875809156995	47879	47879.AXG94_12040	47879.AXG94_12025	PF06672	972	762	773	762	193	0	773	0	0	349	0	0	0	0	0	170	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	47879.AXG94_12025 || 47879.AXG94_12040	True	False
PF11907	DUF3427 - Domain of unknown function (DUF3427)	NO_PFAM	374	126	134	180	997	817.4866310160428	900	900	0	773	62	565	184	900	18	775	50	0	0	0	0	922	72	0	0	897	254	0	0	981	242	830	2	669	68	17.41530019888759	PF11907 || NO_PFAM	0.7433876998082486	877500	877500.GCA_000935065_01381	877500.GCA_000935065_01806	PF00271;PF04851;PF11907;PF13091;PF26350	997	0	0	0	0	0	0	0	0	151	0	875	0	981	0	53	coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	877500.GCA_000935065_01381 || 877500.GCA_000935065_01806	True	False
PF19605	DUF6110 - Family of unknown function (DUF6110)	NO_PFAM	6	3	3	3	955	836.0	752	773	0	752	6	281	4	0	0	773	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.243498871295094	PF19605 || NO_PFAM	0.7432846866668612	410072	410072.ERS852525_01031	410072.ERS852525_01030	PF19605	955	752	773	752	281	0	773	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	410072.ERS852525_01030 || 410072.ERS852525_01031	True	False
PF12915	DUF3833 - Protein of unknown function (DUF3833)	NO_PFAM	188	58	61	91	975	818.1276595744681	773	773	0	773	90	534	178	0	0	764	110	0	0	0	0	471	96	0	0	741	94	0	0	364	94	0	0	137	122	14.94282190287108	PF12915 || NO_PFAM	0.7402381240247564	151081	151081.TW72_07315	151081.TW72_07335	PF12915	975	723	723	723	533	0	686	0	0	451	0	0	0	0	0	55	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	151081.TW72_07315 || 151081.TW72_07335	True	False
PF11943	DUF3460 - Protein of unknown function (DUF3460)	NO_PFAM	254	77	77	127	932	736.1259842519685	768	771	0	768	6	53	4	719	2	771	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.79368119853761	PF11943 || NO_PFAM	0.7397033855674975	486	486.B2G52_09260	486.B2G52_09255	PF11943	932	768	768	768	45	719	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;fusion	486.B2G52_09255 || 486.B2G52_09260	True	False
PF19462	DUF5999 - Family of unknown function (DUF5999)	NO_PFAM	254	66	86	108	946	744.8031496062993	773	915	0	773	88	915	74	0	0	771	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.638648783940358	PF19462 || NO_PFAM	0.7377217257481791	1894	1894.ADK78_02990	1894.ADK78_02995	PF19462	946	391	915	391	915	0	0	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred	1894.ADK78_02990 || 1894.ADK78_02995	True	False
PF14316	DUF4381 - Domain of unknown function (DUF4381)	NO_PFAM	318	82	91	149	967	828.2641509433962	773	775	0	773	182	470	232	0	0	775	268	0	0	67	2	103	12	0	0	813	10	0	0	334	16	0	0	157	132	16.15087231837804	PF14316 || NO_PFAM	0.7370658687721031	1385515	1385515.GCA_000423325_00901	1385515.GCA_000423325_00904	PF14316	967	773	773	773	470	0	716	0	0	0	0	0	0	0	0	157	neighborhood;neighborhood_transferred;cooccurence;textmining_transferred	1385515.GCA_000423325_00901 || 1385515.GCA_000423325_00904	True	False
PF14315	DUF4380 - Domain of unknown function (DUF4380)	NO_PFAM	30	4	4	15	998	846.6666666666666	773	773	0	773	6	234	10	0	0	755	12	0	0	0	0	372	10	0	0	982	20	0	0	789	10	0	0	564	14	8.198863029353346	PF14315 || NO_PFAM	0.7366357491393332	317619	317619.GCA_000332315_02258	317619.GCA_000332315_01010	PF14315	998	0	234	0	234	0	155	0	0	166	0	982	0	789	0	476	neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	317619.GCA_000332315_01010 || 317619.GCA_000332315_02258	True	False
PF24977	DUF7772 - Family of unknown function (DUF7772)	NO_PFAM	18	2	6	5	984	870.2222222222222	0	0	0	0	0	0	0	0	0	0	0	983	6	984	6	0	0	0	0	628	2	0	0	502	2	852	12	200	2	5.14166355650266	PF24977 || NO_PFAM	0.7359014406245421	6239	6239.D1025.7.1	6239.D1025.6.1	PF24977	984	0	0	0	0	0	0	983	984	0	0	0	0	0	0	0	homology;coexpression	6239.D1025.6.1 || 6239.D1025.7.1	True	False
PF19460	DUF5997 - Family of unknown function (DUF5997)	NO_PFAM	38	19	19	19	953	882.421052631579	773	773	0	773	36	569	34	0	0	773	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	24	11.201026193237627	PF19460 || NO_PFAM	0.7357937202408112	42234	42234.IQ63_40225	42234.IQ63_40220	PF19460	953	558	773	558	569	0	773	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	42234.IQ63_40220 || 42234.IQ63_40225	True	False
PF16258	DUF4912 - Domain of unknown function (DUF4912)	NO_PFAM	262	40	42	129	909	751.8931297709923	773	774	0	773	46	260	60	0	0	774	214	631	2	0	0	611	12	0	0	235	12	0	0	702	18	0	0	71	8	14.546298165586382	PF16258 || NO_PFAM	0.7356951938218932	211165	211165.GCA_000317285_06673	211165.GCA_000317285_02489	PF12849;PF16258	909	0	518	0	110	0	518	0	0	414	0	0	0	682	0	0	neighborhood_transferred;cooccurence;coexpression_transferred;database_transferred	211165.GCA_000317285_02489 || 211165.GCA_000317285_06673	True	False
PF11777	DUF3316 - Protein of unknown function (DUF3316)	NO_PFAM	114	12	12	57	951	741.0175438596491	773	773	0	773	6	289	4	0	0	769	110	0	0	74	4	122	2	0	0	0	0	0	0	0	0	0	0	0	0	11.420830843286325	PF11777 || NO_PFAM	0.7339055961732469	310297	310297.BHV76_07085	310297.BHV76_07080	PF11777	951	773	773	773	289	0	698	0	0	122	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	310297.BHV76_07080 || 310297.BHV76_07085	True	False
PF11694	DUF3290 - Protein of unknown function (DUF3290)	NO_PFAM	14	7	7	7	952	795.4285714285714	773	773	0	773	10	170	8	0	0	773	12	0	0	0	0	70	4	0	0	0	0	0	0	0	0	0	0	0	0	8.41293328446188	PF11694 || NO_PFAM	0.7310896777016019	158822	158822.LH23_17195	158822.LH23_17200	PF11694	952	762	773	762	161	0	773	0	0	69	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	158822.LH23_17195 || 158822.LH23_17200	True	False
PF20332	DUF6627 - Family of unknown function (DUF6627)	NO_PFAM	28	11	11	14	969	842.0714285714286	773	775	0	773	18	493	10	0	0	775	12	0	0	95	6	446	8	0	0	0	0	0	0	0	0	881	8	0	0	9.885109129562474	PF20332 || NO_PFAM	0.7306472160626956	589873	589873.EP12_04310	589873.EP12_04315	PF20332	969	773	774	773	200	0	774	0	0	336	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	589873.EP12_04310 || 589873.EP12_04315	True	False
PF20316	DUF6612 - Family of unknown function (DUF6612)	NO_PFAM	174	45	56	79	994	812.6551724137931	773	773	0	773	6	503	88	0	0	769	86	0	0	0	0	804	90	0	0	958	90	0	0	755	64	0	0	387	92	14.368068766901704	PF20316 || NO_PFAM	0.7304986164464841	472963	472963.BKP45_06220	472963.BKP45_16355	PF20316	994	0	232	0	232	0	0	0	0	58	0	958	0	755	0	387	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	472963.BKP45_06220 || 472963.BKP45_16355	True	False
PF11749	DUF3305 - Protein of unknown function (DUF3305)	NO_PFAM	318	81	81	159	990	828.062893081761	773	775	0	773	146	490	200	0	0	775	256	0	0	0	0	834	58	0	0	428	28	0	0	727	36	0	0	395	54	16.12662959731335	PF11749 || NO_PFAM	0.7296493902335068	754436	754436.JCM19237_6546	754436.JCM19237_6545	PF11749	990	773	773	773	147	0	771	0	0	812	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred	754436.JCM19237_6545 || 754436.JCM19237_6546	True	False
PF05331	DUF742 - Protein of unknown function (DUF742)	NO_PFAM	4884	135	502	1042	995	791.8439803439803	773	936	0	773	678	936	2832	6	8	775	2340	0	0	735	2	776	2040	0	0	691	2898	0	0	856	2744	870	6	678	1852	20.028234335948987	PF05331 || NO_PFAM	0.7288397250157846	83332	83332.Rv3363c	83332.Rv3361c	PF05331	995	773	773	773	502	0	0	0	735	0	0	0	0	0	870	0	neighborhood;neighborhood_transferred;coexpression;textmining	83332.Rv3361c || 83332.Rv3363c	True	False
PF22484	DUF6986 - Domain of unknown function (DUF6986)	NO_PFAM	596	16	16	298	989	812.8557046979865	773	981	0	773	20	981	580	0	0	772	66	0	0	43	2	768	222	0	0	0	0	0	0	893	366	0	0	564	432	13.812343801505037	PF22484 || NO_PFAM	0.7288119690247434	1894	1894.ADK78_34230	1894.ADK78_03545	PF22484	989	0	959	0	959	0	740	0	0	82	0	0	0	0	0	0	neighborhood_transferred;cooccurence;coexpression_transferred	1894.ADK78_03545 || 1894.ADK78_34230	True	False
PF10101	DUF2339 - Predicted membrane protein (DUF2339)	NO_PFAM	524	93	96	261	970	768.0076335877862	773	775	0	773	108	474	96	642	2	775	470	0	0	146	6	214	6	0	0	885	4	0	0	561	4	883	2	242	10	16.89798782713163	PF10101 || NO_PFAM	0.728783266184215	61647	61647.LG71_26655	61647.LG71_23325	PF10101	970	773	774	773	178	0	774	0	0	214	0	0	0	0	0	242	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	61647.LG71_23325 || 61647.LG71_26655	True	False
PF14086	DUF4266 - Domain of unknown function (DUF4266)	NO_PFAM	240	30	36	116	949	815.2833333333333	773	774	0	773	160	279	184	0	0	774	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.899771342460948	PF14086 || NO_PFAM	0.727759240387703	1107311	1107311.Q767_10305	1107311.Q767_10300	PF14086	949	714	774	714	279	0	774	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	1107311.Q767_10300 || 1107311.Q767_10305	True	False
PF11859	DUF3379 - Protein of unknown function (DUF3379)	NO_PFAM	304	43	44	150	973	747.5592105263158	773	773	0	773	6	199	26	0	0	769	276	0	0	0	0	487	48	0	0	923	64	0	0	262	4	0	0	188	36	14.834691044443932	PF11859 || NO_PFAM	0.7269185972318329	1481914	1481914.JCM19241_2882	1481914.JCM19241_4733	PF11859	973	0	231	0	84	0	231	0	0	487	0	923	0	0	0	188	neighborhood_transferred;cooccurence;coexpression_transferred;experiments_transferred;textmining_transferred	1481914.JCM19241_2882 || 1481914.JCM19241_4733	True	False
PF09911	DUF2140 - Uncharacterized protein conserved in bacteria (DUF2140)	NO_PFAM	48	15	15	24	958	761.2083333333334	773	773	0	773	16	243	14	0	0	772	38	0	0	0	0	393	10	0	0	0	0	0	0	0	0	0	0	205	10	10.982997742590188	PF09911 || NO_PFAM	0.7265947070019287	1214117	1214117.LFLEISCH_12225	1214117.LFLEISCH_12230	PF09911	958	746	771	746	72	0	771	0	0	293	0	0	0	0	0	79	neighborhood;neighborhood_transferred;cooccurence;coexpression_transferred;textmining_transferred	1214117.LFLEISCH_12225 || 1214117.LFLEISCH_12230	True	False
PF19313	DUF5916 - Domain of unknown function (DUF5916)	NO_PFAM	136	38	40	62	992	789.3088235294117	773	775	0	773	26	593	72	0	0	775	54	0	0	0	0	634	60	0	0	939	62	0	0	790	46	0	0	531	66	13.79510421808742	PF19313 || NO_PFAM	0.7242932172039013	354355	354355.SAMN05660816_05699	354355.SAMN05660816_06950	PF06452;PF19313	992	0	187	0	187	0	0	0	0	110	0	939	0	790	0	309	neighborhood_transferred;coexpression_transferred;experiments_transferred;database_transferred;textmining_transferred	354355.SAMN05660816_05699 || 354355.SAMN05660816_06950	True	False
PF10825	DUF2752 - Protein of unknown function (DUF2752)	NO_PFAM	208	93	95	103	962	796.5384615384615	773	773	0	773	202	593	174	0	0	769	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	2	70	2	15.974923816504818	PF10825 || NO_PFAM	0.7241420101993951	44010	44010.AWC00_25935	44010.AWC00_25940	PF10825	962	727	756	727	482	0	756	0	0	0	0	0	0	0	0	0	neighborhood;neighborhood_transferred;cooccurence	44010.AWC00_25935 || 44010.AWC00_25940	True	False
PF09902	DUF2129 - Uncharacterized protein conserved in bacteria (DUF2129)	NO_PFAM	84	26	26	42	942	771.0952380952381	773	773	0	773	76	556	70	0	0	736	20	0	0	649	10	497	16	0	0	0	0	0	0	0	0	0	0	92	4	12.580324988498974	PF09902 || NO_PFAM	0.7239833081727778	220668	220668.lp_2135	220668.lp_2134	PF09902	942	741	741	741	365	0	0	0	649	84	0	0	0	0	0	72	neighborhood;neighborhood_transferred;coexpression;coexpression_transferred;textmining_transferred	220668.lp_2134 || 220668.lp_2135	True	False
PF04296	YlxR - Protein of unknown function (DUF448)	NO_PFAM	1062	280	280	531	999	828.5894538606403	773	773	0	773	170	582	830	0	0	769	90	0	0	119	20	991	980	0	0	973	320	0	0	912	218	116	2	427	762	19.79155971700944	PF04296 || NO_PFAM	0.7237829890249426	178901	178901.AmDm5_0240	178901.AmDm5_0239	PF04296	999	773	773	773	285	0	0	0	0	965	0	884	0	0	0	374	neighborhood;neighborhood_transferred;coexpression_transferred;experiments_transferred;textmining_transferred	178901.AmDm5_0239 || 178901.AmDm5_0240	True	False
